alteracoes,com_problema
arranhoes diversos pequeno amassado para choque traseiro lado direito suspensao dianteira direita com barulho trocar oleo do motor,
radio e sistema de iluminacao inoperantes,
foi verificado que o veiculo nao possui o spoiler na lateral do paralama esquerdo,
foi abastecida no posto de combustivel carvalho cuja maquina de cartao estava inoperante sem internet com a falha no sistema assinamos um recibo para passagem do cartao quando retornar a normalidade da internet no local do abastecimento,
bateria do carro arriada teve que ser feito chupeta para que desse partida e fosse levado para oficina,
vtr nao conferida pois encontra se na mecanica copini em capanema para manutencao  pneu dianteiro direito com desgaste na parte externa proxima troca de oleo com 157 643 km pequena trinca na parte inferior central do para brisa pequena trinca na parte central esquerda do para brisa riscos e desbotados decorrentes do uso normal chave aparentemente quebrada e amarrada com fita isolante preta lanterna traseira lado direito com infiltracao lanterna traseira lado esquerdo faltando mascara,1
vtr conferida pelo prf iraja  pneus dianteiros proximos de atingir a marca twi vtr apenas com chave reserva pequenos riscos e avarias decorrentes do uso normal grade inferior do para choque quebrada  para choque deslocado para frente lado direito vtr as vezes acende a luz da injecao barulho na porta dianteira esquerda temporizador do limpador de para brisas nao esta funcionando pequena trinca no para brisa,1
vibracao nas rodas dianteiras ao acionar os freios mensagem de perda de potencia do motor no painel,
as ja relacionadas arranhao no parachoque e buchos no pneu dianteiro direito,
multimidia inoperante,
amassado na tampa traseira na parte superior da tampa centralizado trinca no para brisa de 1 cm a chave do guaicurus esta na uop do guaicurus tendo em vista que so esta com uma chave,
ok vtr nao utilizada no plantao,
vtr com luz do painel indicando necessidade de calibracao dos pneus permanecendo acesa mesmo depois de efetuada a calibracao devida direcao puxando para a esquerda painel com iluminacao toda desregulada aumenta a claridade do nada e baixa quando liga o limpador de para brisa,1
1 um amassado com residuo de tinta verde na porta traseira e na caixa de ar do lado esquerdo tambem ha residuo de tinta na roda traseira do lado esquerdo 2 retrovisor do lado direito com movimentacao limitada 3 um amassado no para lama dianteiro do lado direito,
ar condicionado com defeito inoperante,
defeito na abertura da tampa bagageiro,
nenhuma foi observada e nem relatada,
luz de injecao acesa o tempo todo ar condicionado inoperante borrachas de vedacao das portas soltas,
foram observadas as seguintes alteracoes farol dianteiro esquerdo queimado mata cachorro com amassados e arranhoes superficiais paralamas dianteiro esquerdo e para choque dianteiro esquerdo danificados estribo lateral direito amassado e arranhado as alteracoes observadas foram repassadas ao gestor da frota,
lateral traseira esquerda parachoque danificada,
farol baixo direito sem funcionamento,
pequenos arranhoes ao longo da pintura,
farol de milha direito nao funciona,1
barulho escapamento solto caixa de ar lado direito amassada para choque dianteiro danificado suspensao danificada aviso de anomalias no air bag sinais sonoros e luminosos nao funcionam,1
ja relatado,
veiculo precisou suporte auxiliar de partida bateria totalmente descarregada apos ficar 21hs na uop osorio deu partida normalmente,
1 vidro dianteiro esquerdo ruim para fechar agarrando 2 limpador de para brisas ineficiente 3 farol baixo ineficiente para periodo noturno durante os deslocamentos foi necessario utilizar das prerrogativas inerentes aos veiculos de policia em deslocamento de urgencia e ou emergencia fazendo uso de dispositivos regulamentares de alarme sonoro e iluminacao vermelha intermitente conforme preconiza o art 29 da lei 9 503 97 codigo de transito brasileiro com a finalidade de exceder o limite de velocidade definido pelo orgao com circunscricao sobre a via avancar o sinal vermelho de semaforos realizar manobras proibidas ou o uso de faixas exclusivas para realizar abordagens a veiculos suspeitos ou realizar acompanhamentos taticos,1
sensor de estacionamento inoperante lanterna do para choque lado direito traseira aparenta estar solta pneu traseiro direito com desgaste avancado informado gestor lampada do farol de luz baixa dianteiro direito queimada,
ar condicionado gelando pouco,
conferida pelo prf v almada proxima troca de oleo 109 617 km s proximo alinhamento balanceamento 104 617 km s diversos riscos na lataria lampada da placa traseira lado esquerdo inoperante,
conferida pelo prf v almada proxima troca de oleo 90 913 km s proximo alinhamento balanceamento possui etiqueta porem esta legivel pequenos riscos e amassados,
deslocamento a goiania,
pneu furado foi trocado e o estepe voltou para o porta malas,1
sensor da porta do condutor com defeito,
impressora do etilometro esta imprimindo em branco possivelmente a fita esta desgastada apenas o aparelho etilometro foi emprestado a equipe d4 que esta apresentando ocorrencia de embriaguez na del pol de taubate a maleta impressora cabos se encontram na vtr,
desgaste acentuado da parte interna do pneu dianteiro esquerdo,
as de conhecimento do gestor de frota e ja orcadas para manutencao,
lateral traseira arranhada,
desalinhada puxando para a esquerda,
vtr foi levada na jarau para troca de dois pneus,
sem alteracoes retornou da oficina apos revisao de 30 mil km proxima revisao 40 mil km,
amassados e riscos na lataria,
abastecimento pendente de pagamento no posto quatro trevo no valor de r 202 41 14 03 2021 08 28 responsavel bretas,
lanterna traseira do lado direito nao funciona disco de embreagem com mal funcionamento,1
vtr reserva sem uso,
xxxxxxxxx,
amassado na base da coluna dianteira direita amassado na porta direita traseira risco na pintura nas portas da lateral esquerda abastecimento as 01 21 13 de hj foi realizado abastecimento no posto guara km 322 valor de r 196 03 49 13lts com km 69094 a funcionaria digitou km 6904 como nao temos com conferir os dados sendo apenas oportunizado a digitacao da senha passou assim verificado o erro entrei em contato agora pela manha com o posto sendo informado que perguntei na matriz com a responsavel pelo good card e ela me passou que so quem consegue alterar o km e a empresa,
veiculo retirado da oficina checar onde foram realizados servicos de troca de pastilhas de freio de oleo do freio palhetas e kit de embreagem conforme os 84 428,1
borracha do para brisas parte superior esta solta sensor de estacionamento c defeito,
coletor do escapamento danificado,
oleo precisando ser trocado lampada do farol baixo lado esquerdo queimada,
paletas do limpador de parabrisa ruins,1
painel do computador de bordo anunciando necessidade de manutencao problema em viatura ranger registra se que a vtr ranger de placa ptt 5e82 furou o pneu dianteiro esquerdo quando a equipe deslocava pela br226 sentido decrescente sendo necessaria a substituicao pelo pneu roda sobressalente motivo que ensejou o seu estacionamento na uop de imperatriz ate realizacao do reparo cabe registrar ainda que existe um abastecimento pendente desta viatura no auto posto tocantins de porto franco pois para ambos os prfs desta equipe o sistema retornou a mensagem de matricula nao cadastrada,
gerador inicial 2433 2 gerador final 2441 3,
viatura vinda de jaragua,
borracha da porta traseiro lado do motorista,
sem protetor de mao radio sem botao de volume,
luz isistema de injecao ativada,
viatura sendo utilizada no treinamento e aperfeicoamento das atividades de seguranca institucional no ambito da direcao geral da prf conforme oficio n 13 2021 dsi gab dg sei 30939961,
viatura sendo utilizada para o treinamento e aperfeicoamento das atividades de seguranca institucional no ambito da direcao geral da prf conforme oficio n 13 2021 dsi gab dg sei 30939961,
a serem preenchidas depois,
s a utilizada pela equipe pcei jaider e ribeiro para averiguacao de qtc,
cfe pdi anterior,
ruido no sistema de direcao,
vtr reserva gpt,
arranhados no parachoque dianteiro esquerdo,
painel de instrumentos as vezes pisca,
vtr nao abre pela controle da chave,
luz lim acessa no painel pneu sobressalente avariado vtr sem pneu sobressalente em condicoes de uso,
idem as anteriores,
vtr apresentou problemas mecanicos e foi substituida,
lateral traseira direita com arranhao,
policial caracterizada com prerrogativa art 29 ctb as viaturas policias descritas nesta parte diaria devidamente caracterizadas como tal equipada com dispositivos sonoros e de iluminacao vermelha intermitente esta sendo utilizada no patrulhamento da rodovia por algumas vezes foram imprescindiveis o cometimento e algumas infracoes de transito porem a bem do servico e devidamente justificadas como se mostrara a seguir de acordo com o artigo 29 inciso vii do codigo de transito brasileiro lei 9 503 97 os veiculos de policia gozam de livre circulacao estacionamento e parada quando em servico de urgencia e devidamente identificados por dispositivos regulamentares de alarme sonoro e iluminacao vermelha intermitente em razao do intenso fluxo de veiculos nas vias e como forma de tornar mais celere os deslocamentos de ronda por diversas vezes tornou se imprescindivel desenvolver velocidades acima das maximas permitidas para as vias visando uma maior rapidez e eficiencia no atendimento de ocorrencias que necessitem de uma pronta intervencao policial na atividade cotidiana torna se imprescindivel um deslocamento breve para fins de abordagens e acompanhamentos taticos tornando se praticamente impossivel nao exceder a velocidade maxima regulamentada bem como outras regras gerais de circulacao e conduta e por vezes sem o uso dos sistemas luminosos e sonoros para nao chamar a atencao do condutor a ser abordado por fim relatamos a desenfreada violencia vivida nas rodovias desta regional onde policiais tornam se alvos faceis para infratores sociais cada vez mais bem armados ante o acima exposto e diante de todas as consideracoes elencadas solicita se dos orgaos de transito com circunscricao sobre as vias onde porventura tenham sido praticadas alguma infracao de transito o cancelamento dos respectivos autos de infracoes,1
pneu dianteiro direito com desgaste no ombro externo,
pneus ultrapassando o twi luz de re sem funcionar ruido na roda dianteira esquerda no sistema de freio luz de freio acendendo em alguns momentos,
1 paralama traseiro danificado,
sem alteracoes vtr utilizada pela equipe gpt ifr no periodo noturno,
relatadas na pdi anterior,
alteracoes 1 limpadores de para brisa com borracha gasta aguardando chegada da peca na oficina bivolt,1
a vtr durante o turno de servico passou a apresentar falhamento e foi substituida,
